日期,m值,沪深300收盘指数
2009-03-12,-0.0020,2215.7000
2009-03-13,0.1012,2205.4200
2009-03-16,0.4045,2241.6100
2009-03-17,0.6680,2322.4000
2009-03-18,0.7044,2332.6500
2009-03-19,0.8623,2382.5600
2009-03-20,0.8233,2379.8400
2009-03-23,0.8372,2439.4000
2009-03-24,0.8870,2451.7800
2009-03-25,0.6584,2401.3300
2009-03-26,0.7762,2479.7900
2009-03-27,0.8281,2498.9300
2009-03-30,0.7114,2484.4900
2009-03-31,0.8160,2507.7900
2009-04-01,0.8742,2548.2200
2009-04-02,0.7490,2576.4000
2009-04-03,0.5926,2570.5000
2009-04-07,0.2285,2576.9500
2009-04-08,-0.0287,2479.3500
2009-04-09,-0.0680,2517.6700
2009-04-10,0.4805,2595.5300
2009-04-13,0.8854,2656.5200
2009-04-14,0.7279,2676.8700
2009-04-15,0.5977,2686.9900
2009-04-16,0.4590,2687.1100
2009-04-17,-0.1503,2650.6900
2009-04-20,0.1528,2707.6700
2009-04-21,-0.1552,2675.4400
2009-04-22,-0.6241,2576.2800
2009-04-23,-0.5931,2593.5600
2009-04-24,-0.3892,2572.8900
2009-04-27,-0.3959,2513.2900
2009-04-28,-0.2889,2518.5300
2009-04-29,0.2479,2605.3700
2009-04-30,0.5272,2622.9300
2009-05-04,0.7473,2714.3000
2009-05-05,0.8645,2727.0100
2009-05-06,0.8203,2764.9800
2009-05-07,0.7532,2767.0800
2009-05-08,0.6590,2789.2200
2009-05-11,0.4941,2725.3200
2009-05-12,0.6348,2788.5600
2009-05-13,0.6064,2814.0000
2009-05-14,0.3817,2792.6000
2009-05-15,0.2357,2796.1200
2009-05-18,0.3505,2810.5700
2009-05-19,0.3321,2840.0800
2009-05-20,0.0895,2812.8600
2009-05-21,-0.4186,2750.0100
2009-05-22,-0.5375,2740.6800
2009-05-25,-0.3255,2752.7200
2009-05-26,-0.2426,2719.7600
2009-05-27,-0.1802,2759.7100
2009-06-01,0.8442,2858.3400
2009-06-02,0.7920,2865.1000
2009-06-03,0.9639,2939.3900
2009-06-04,0.7986,2953.7500
2009-06-05,0.7210,2939.3100
2009-06-08,0.5219,2948.4800
2009-06-09,0.3997,2960.5600
2009-06-10,0.4076,2989.5900
2009-06-11,0.1971,2961.6300
2009-06-12,-0.1657,2906.2900
2009-06-15,0.0972,2966.1900
2009-06-16,0.1718,2961.2200
2009-06-17,0.6008,3010.5900
2009-06-18,0.8282,3057.4300
2009-06-19,0.8181,3080.0000
2009-06-22,0.7731,3082.5600
2009-06-23,0.7841,3083.9000
2009-06-24,0.8242,3120.7300
2009-06-25,0.7539,3117.9200
2009-06-26,0.7525,3128.4200
2009-06-29,0.8585,3179.9700
2009-06-30,0.8019,3166.4700
2009-07-01,1.0000,3237.9000
2009-07-02,0.9760,3282.3600
2009-07-03,0.9292,3327.1400
2009-07-06,0.9040,3374.7500
2009-07-07,0.8236,3340.4900
2009-07-08,0.8503,3352.2700
2009-07-09,0.8911,3396.3000
2009-07-10,0.9003,3398.3100
2009-07-13,0.5010,3361.0100
2009-07-14,0.9730,3454.7500
2009-07-15,0.9551,3493.3000
2009-07-16,0.9551,3501.2400
2009-07-17,0.8202,3519.8100
2009-07-20,0.8891,3591.1200
2009-07-21,0.6470,3539.8300
2009-07-22,0.8098,3606.9200
2009-07-23,0.8688,3651.9700
2009-07-24,0.5792,3667.5600
2009-07-27,0.5676,3743.6300
2009-07-28,0.3366,3755.8200
2009-07-29,-0.3004,3558.5100
2009-07-30,-0.0365,3634.8200
2009-07-31,0.2467,3734.6200
2009-08-03,0.4046,3787.0300
2009-08-04,0.2915,3786.6100
2009-08-05,0.0273,3740.9400
2009-08-06,-0.3548,3663.1200
2009-08-07,-0.8399,3555.0900
2009-08-10,-0.7810,3544.5400
2009-08-11,-0.7708,3556.3800
2009-08-12,-0.7421,3397.4000
2009-08-13,-0.6070,3440.8200
2009-08-14,-0.6889,3344.4600
2009-08-17,-0.6400,3140.2700
2009-08-18,-0.2743,3171.9900
2009-08-19,-0.2851,3014.5700
2009-08-20,-0.1096,3144.3900
2009-08-21,-0.0137,3203.6200
2009-08-24,-0.0797,3229.6000
2009-08-25,-0.3495,3109.8300
2009-08-26,-0.6615,3172.3900
2009-08-27,-0.6765,3156.3000
2009-08-28,-0.7187,3046.7800
2009-08-31,-0.4931,2830.2700
2009-09-01,-0.3071,2843.7000
2009-09-02,0.0327,2890.9300
2009-09-03,0.4473,3051.9600
2009-09-04,0.5950,3077.1400
2009-09-07,0.6399,3104.2100
2009-09-08,0.8849,3170.9700
2009-09-09,0.7172,3194.9100
2009-09-10,0.7535,3162.9100
2009-09-11,0.6391,3238.1300
2009-09-14,0.7827,3293.3900
2009-09-15,0.6402,3302.6400
2009-09-16,0.2489,3258.2400
2009-09-17,0.2322,3320.1000
2009-09-18,-0.1871,3199.6900
2009-09-21,-0.3595,3208.6000
2009-09-22,-0.7270,3131.0300
2009-09-23,-0.8855,3060.0700
2009-09-24,-0.8160,3080.9300
2009-09-25,-0.7362,3058.5300
2009-09-28,-0.4075,2972.6400
2009-09-29,-0.2752,2972.2900
2009-09-30,-0.0391,3004.8000
2009-10-09,0.5384,3163.7100
2009-10-12,0.6515,3151.6300
2009-10-13,0.8314,3198.5200
2009-10-14,0.9254,3227.4000
2009-10-15,0.8726,3239.6400
2009-10-16,0.8350,3241.7100
2009-10-19,0.8491,3329.1600
2009-10-20,0.8352,3377.5700
2009-10-21,0.7674,3369.2800
2009-10-22,0.4679,3347.3200
2009-10-23,0.5224,3413.2500
2009-10-26,0.5151,3414.2400
2009-10-27,-0.1550,3314.7200
2009-10-28,-0.0949,3329.3300
2009-10-29,-0.1678,3247.0500
2009-10-30,-0.0271,3280.3700
2009-11-02,0.6350,3392.8000
2009-11-03,0.8437,3435.4300
2009-11-04,0.8592,3453.8900
2009-11-05,0.8355,3464.3200
2009-11-06,0.8042,3483.0200
2009-11-09,0.7495,3495.7900
2009-11-10,0.7915,3503.7800
2009-11-11,0.6128,3495.6700
2009-11-12,0.5470,3499.9900
2009-11-13,0.7890,3518.7200
2009-11-16,0.9023,3625.8000
2009-11-17,0.7819,3628.3500
2009-11-18,0.7283,3630.2300
2009-11-19,0.4867,3642.4400
2009-11-20,0.2672,3631.0100
2009-11-23,0.3518,3665.5100
2009-11-24,-0.1401,3548.0800
2009-11-25,-0.1395,3629.6300
2009-11-26,-0.4855,3485.7700
2009-11-27,-0.2021,3382.5100
2009-11-30,0.0907,3511.6700
2009-12-01,0.2464,3560.8300
2009-12-02,0.4113,3597.3300
2009-12-03,0.4272,3590.8800
2009-12-04,0.5630,3643.4900
2009-12-07,0.4124,3668.8300
2009-12-08,0.1963,3624.0200
2009-12-09,-0.3464,3554.4800
2009-12-10,-0.1455,3577.2400
2009-12-11,-0.0739,3575.0200
2009-12-14,0.0479,3612.7500
2009-12-15,-0.1204,3583.3400
2009-12-16,-0.4317,3560.7200
2009-12-17,-0.6282,3480.1500
2009-12-18,-0.6614,3391.7400
2009-12-21,-0.5779,3396.6200
2009-12-22,-0.3858,3305.5400
2009-12-23,-0.1753,3336.4800
2009-12-24,0.3178,3438.8200
2009-12-25,0.4079,3424.7800
2009-12-28,0.6591,3478.4300
2009-12-29,0.7044,3500.7400
2009-12-30,0.8217,3558.8600
2009-12-31,0.5953,3575.6800
2010-01-04,0.3227,3535.2300
2010-01-05,0.3002,3564.0400
2010-01-06,0.0570,3541.7300
2010-01-07,-0.5181,3471.4600
2010-01-08,-0.3179,3480.1300
2010-01-11,-0.3128,3482.0500
2010-01-12,0.0048,3534.9200
2010-01-13,-0.3353,3421.1400
2010-01-14,-0.2807,3469.0500
2010-01-15,-0.3326,3482.7400
2010-01-18,0.0085,3500.6800
2010-01-19,-0.1450,3507.4800
2010-01-20,-0.6952,3394.4300
2010-01-21,-0.6868,3408.5700
2010-01-22,-0.8721,3366.2000
2010-01-25,-0.9724,3328.0100
2010-01-26,-0.9037,3242.8000
2010-01-27,-0.8153,3198.5700
2010-01-28,-0.7683,3206.5700
2010-01-29,-0.5660,3204.1600
2010-02-01,-0.4697,3152.7100
2010-02-02,-0.2565,3146.1900
2010-02-03,0.0975,3230.7200
2010-02-04,0.0076,3218.8000
2010-02-05,-0.0873,3153.0900
2010-02-08,-0.0249,3150.9900
2010-02-09,0.0896,3169.1900
2010-02-10,0.4212,3214.1300
2010-02-11,0.4467,3220.4000
2010-02-12,0.4313,3251.2800
2010-02-22,0.2157,3233.3400
2010-02-23,0.1630,3198.6300
2010-02-24,0.3697,3244.4800
2010-02-25,0.5627,3292.1300
2010-02-26,0.5594,3281.6700
2010-03-01,0.5867,3324.4200
2010-03-02,0.4058,3311.2400
2010-03-03,0.3710,3335.0800
2010-03-04,-0.1654,3250.5700
2010-03-05,-0.1838,3259.7600
2010-03-08,-0.0312,3286.1800
2010-03-09,0.2146,3305.8600
2010-03-10,-0.1122,3279.6900
2010-03-11,-0.1173,3276.7100
2010-03-12,-0.4163,3233.1300
2010-03-15,-0.3593,3183.1800
2010-03-16,-0.1803,3203.9700
2010-03-17,0.1941,3273.9200
2010-03-18,0.1820,3267.5500
2010-03-19,0.2322,3293.8700
2010-03-22,0.3174,3302.6300
2010-03-23,0.1340,3275.5700
2010-03-24,0.0264,3276.6700
2010-03-25,-0.2187,3229.1300
2010-03-26,0.0709,3275.0000
2010-03-29,0.7834,3358.5400
2010-03-30,0.6871,3366.7100
2010-03-31,0.4167,3345.6100
2010-04-01,0.4180,3391.9400
2010-04-02,0.4789,3407.3500
2010-04-06,0.1200,3405.1500
2010-04-07,-0.1458,3386.9500
2010-04-08,-0.3218,3346.7400
2010-04-09,-0.0966,3379.1700
2010-04-12,0.0911,3351.4800
2010-04-13,0.3628,3391.7200
2010-04-14,0.2503,3403.7100
2010-04-15,-0.1259,3394.5700
2010-04-16,-0.3614,3356.3300
2010-04-19,-0.6034,3176.4200
2010-04-20,-0.6122,3173.3700
2010-04-21,-0.1595,3236.6800
2010-04-22,-0.3575,3201.5400
2010-04-23,-0.3618,3190.0000
2010-04-26,-0.5820,3172.0000
2010-04-27,-0.7575,3108.4100
2010-04-28,-0.7405,3097.3500
2010-04-29,-0.6089,3060.0600
2010-04-30,-0.4403,3067.3600
2010-05-04,-0.5722,3019.4500
2010-05-05,-0.4193,3036.3900
2010-05-06,-0.6812,2896.8600
2010-05-07,-0.6194,2836.7900
2010-05-10,-0.4202,2858.2300
2010-05-11,-0.4199,2800.8200
2010-05-12,-0.1799,2818.1600
2010-05-13,0.0952,2886.9100
2010-05-14,-0.0050,2868.0200
2010-05-17,-0.4375,2714.7200
2010-05-18,-0.2430,2771.3500
2010-05-19,-0.1671,2762.1700
2010-05-20,-0.1539,2726.0200
2010-05-21,0.2611,2768.7900
2010-05-24,0.3792,2873.4700
2010-05-25,0.2251,2813.9400
2010-05-26,0.0938,2813.9400
2010-05-27,0.1671,2859.9800
2010-05-28,0.0833,2850.3000
2010-05-31,-0.3264,2773.2600
2010-06-01,-0.5570,2744.1600
2010-06-02,-0.5100,2757.5300
2010-06-03,-0.4179,2736.0800
2010-06-04,-0.1871,2744.3900
2010-06-07,-0.1813,2695.7200
2010-06-08,-0.0146,2699.3400
2010-06-09,0.2036,2782.1300
2010-06-10,0.0347,2750.0200
2010-06-11,-0.1753,2758.8700
2010-06-17,0.0182,2742.7300
2010-06-18,-0.0725,2696.1700
2010-06-21,0.4003,2780.6600
2010-06-22,0.2946,2783.7200
2010-06-23,-0.1544,2758.5000
2010-06-24,-0.3073,2757.5000
2010-06-25,-0.5433,2736.2900
2010-06-28,-0.5868,2716.7800
2010-06-29,-0.8115,2592.0200
2010-06-30,-0.7612,2563.0700
2010-07-01,-0.6549,2526.0700
2010-07-02,-0.3703,2534.1000
2010-07-05,-0.2366,2512.6500
2010-07-06,0.4647,2562.9000
2010-07-07,0.5312,2580.4800
2010-07-08,0.5029,2575.9200
2010-07-09,0.6370,2647.1000
2010-07-12,0.5981,2676.2200
2010-07-13,0.4127,2634.5900
2010-07-14,0.3539,2653.6100
2010-07-15,0.1259,2608.5200
2010-07-16,0.2316,2616.1300
2010-07-19,0.5754,2682.4700
2010-07-20,0.7477,2741.5000
2010-07-21,0.7342,2747.3300
2010-07-22,0.8320,2781.2900
2010-07-23,0.7959,2793.0800
2010-07-26,0.7971,2811.0500
2010-07-27,0.5408,2795.7200
2010-07-28,0.8396,2863.7200
2010-07-29,0.7887,2877.9800
2010-07-30,0.5872,2868.8500
2010-08-02,0.4706,2917.2700
2010-08-03,0.0926,2865.9700
2010-08-04,0.0589,2876.4300
2010-08-05,0.0447,2850.8300
2010-08-06,-0.0142,2897.6600
2010-08-09,0.1030,2918.2400
2010-08-10,-0.2561,2832.6400
2010-08-11,-0.1950,2850.2100
2010-08-12,-0.2264,2816.3900
2010-08-13,-0.0382,2855.5500
2010-08-16,0.6214,2922.0800
2010-08-17,0.6534,2942.2900
2010-08-18,0.3843,2937.3600
2010-08-19,0.4362,2955.4000
2010-08-20,-0.3019,2898.3300
2010-08-23,-0.3393,2896.1900
2010-08-24,-0.4293,2911.8300
2010-08-25,-0.4843,2843.0200
2010-08-26,-0.2854,2850.0900
2010-08-27,-0.0985,2858.5700
2010-08-30,0.2644,2915.0100
2010-08-31,0.0997,2903.1900
2010-09-01,0.2497,2884.0400
2010-09-02,0.6799,2921.3900
2010-09-03,0.4016,2920.2100
2010-09-06,0.6166,2975.0900
2010-09-07,0.3213,2983.1100
2010-09-08,0.3443,2980.9700
2010-09-09,-0.0450,2926.4600
2010-09-10,-0.2198,2932.5500
2010-09-13,-0.0932,2962.3200
2010-09-14,-0.0745,2965.0100
2010-09-15,-0.4050,2913.1900
2010-09-16,-0.6027,2857.7900
2010-09-17,-0.4421,2861.3700
2010-09-20,-0.4064,2849.8300
2010-09-21,-0.0030,2857.4800
2010-09-27,0.2832,2905.0300
2010-09-28,0.3032,2880.9100
2010-09-29,0.1866,2874.8100
2010-09-30,0.4853,2935.5700
2010-10-08,0.8695,3044.2300
2010-10-11,0.9001,3132.9000
2010-10-12,0.8129,3172.7300
2010-10-13,0.8371,3217.5800
2010-10-14,0.7714,3224.1400
2010-10-15,0.8516,3327.6800
2010-10-18,0.7788,3306.1600
2010-10-19,0.6072,3375.6700
2010-10-20,0.6878,3396.8800
2010-10-21,0.7064,3374.6900
2010-10-22,0.6399,3378.6600
2010-10-25,0.7370,3481.0800
2010-10-26,0.5067,3466.0800
2010-10-27,0.2052,3403.8700
2010-10-28,0.3336,3397.6900
2010-10-29,0.1728,3379.9800
2010-11-01,0.5136,3473.0000
2010-11-02,0.5750,3463.1300
2010-11-03,0.3376,3420.3400
2010-11-04,0.4394,3480.5000
2010-11-05,0.3670,3520.8000
2010-11-08,0.3307,3548.5700
2010-11-09,-0.1378,3523.9500
2010-11-10,-0.3092,3499.1100
2010-11-11,-0.3531,3509.9800
2010-11-12,-0.8222,3291.8300
2010-11-15,-0.8382,3314.8900
2010-11-16,-0.6633,3169.5400
2010-11-17,-0.5527,3103.9100
2010-11-18,-0.3097,3147.9600
2010-11-19,-0.0695,3178.8500
2010-11-22,0.0413,3171.9400
2010-11-23,0.1204,3107.1800
2010-11-24,0.1426,3177.0400
2010-11-25,0.2752,3223.4800
2010-11-26,0.2025,3194.8500
2010-11-29,0.0666,3190.0500
2010-11-30,-0.0583,3136.9900
2010-12-01,-0.0534,3136.0200
2010-12-02,0.1238,3155.0600
2010-12-03,0.3318,3158.1600
2010-12-06,0.3212,3165.5700
2010-12-07,0.3228,3200.3400
2010-12-08,0.0859,3171.8800
2010-12-09,-0.2201,3123.3700
2010-12-10,-0.0732,3161.9800
2010-12-13,0.5792,3261.0600
2010-12-14,0.5048,3269.4700
2010-12-15,0.3195,3247.6400
2010-12-16,-0.2203,3230.6700
2010-12-17,-0.2735,3225.6600
2010-12-20,-0.4169,3178.6600
2010-12-21,0.3689,3249.5100
2010-12-22,-0.1662,3215.4500
2010-12-23,-0.4096,3188.6100
2010-12-24,-0.5701,3162.9600
2010-12-27,-0.6513,3099.7100
2010-12-28,-0.6529,3044.9300
2010-12-29,-0.4268,3061.8300
2010-12-30,-0.2790,3064.1000
2010-12-31,0.2838,3128.2600
2011-01-04,0.4987,3189.6800
2011-01-05,0.3507,3175.6600
2011-01-06,0.0065,3159.6400
2011-01-07,-0.0832,3166.6200
2011-01-10,-0.3439,3108.1900
2011-01-11,-0.1893,3124.9200
2011-01-12,-0.2807,3142.3400
2011-01-13,-0.2476,3141.2800
2011-01-14,-0.3937,3091.8600
2011-01-17,-0.8828,2974.3500
2011-01-18,-0.7395,2977.6500
2011-01-19,-0.0559,3044.8500
2011-01-20,-0.6405,2944.7100
2011-01-21,-0.2655,2983.4600
2011-01-24,-0.2183,2954.2300
2011-01-25,-0.2716,2938.6500
2011-01-26,0.0505,2978.4300
2011-01-27,0.5336,3026.4700
2011-01-28,0.6394,3036.7400
2011-01-31,0.7851,3076.5100
2011-02-01,0.7774,3077.2800
2011-02-09,0.3795,3040.9500
2011-02-10,0.7786,3104.1600
2011-02-11,0.7424,3120.9600
2011-02-14,0.8365,3219.1400
2011-02-15,0.7190,3217.6700
2011-02-16,0.7208,3248.5300
2011-02-17,0.4454,3245.9100
2011-02-18,0.0289,3211.8800
2011-02-21,0.2140,3257.9100
2011-02-22,-0.0948,3163.5800
2011-02-23,-0.1634,3174.7400
2011-02-24,0.0228,3190.9400
2011-02-25,0.1503,3197.6200
2011-02-28,0.4729,3239.5600
2011-03-01,0.5671,3254.8900
2011-03-02,0.5023,3243.3000
2011-03-03,0.4069,3221.7200
2011-03-04,0.2299,3270.6700
2011-03-07,0.7165,3334.5100
2011-03-08,0.3043,3337.4600
2011-03-09,0.0557,3338.8600
2011-03-10,-0.2716,3280.2600
2011-03-11,-0.3596,3247.3800
2011-03-14,-0.3281,3262.9200
2011-03-15,-0.3222,3203.9600
2011-03-16,-0.2832,3248.2000
2011-03-17,-0.2323,3197.1000
2011-03-18,-0.0407,3215.6900
2011-03-21,0.0207,3207.1100
2011-03-22,0.1275,3222.9600
2011-03-23,0.5223,3264.9300
2011-03-24,0.3958,3251.3600
2011-03-25,0.5023,3294.4800
2011-03-28,0.4750,3290.5700
2011-03-29,0.2114,3257.9800
2011-03-30,0.1167,3256.0800
2011-03-31,0.0427,3223.2900
2011-04-01,0.4302,3272.7300
2011-04-06,0.7668,3311.0700
2011-04-07,0.5804,3324.4200
2011-04-08,0.6554,3353.3600
2011-04-11,0.7207,3333.4300
2011-04-12,0.5027,3326.7700
2011-04-13,0.4782,3372.0300
2011-04-14,0.2111,3353.5600
2011-04-15,0.1526,3358.9400
2011-04-18,-0.2314,3359.4400
2011-04-19,-0.4968,3295.8100
2011-04-20,-0.5377,3295.7600
2011-04-21,-0.4814,3317.3700
2011-04-22,-0.5236,3299.9400
2011-04-25,-0.5204,3249.5700
2011-04-26,-0.7231,3230.9600
2011-04-27,-0.7094,3209.5000
2011-04-28,-0.6616,3161.7800
2011-04-29,-0.5561,3192.7200
2011-05-03,-0.3520,3211.1300
2011-05-04,-0.5973,3129.0300
2011-05-05,-0.4919,3126.1200
2011-05-06,-0.4149,3121.4000
2011-05-09,-0.3307,3129.7600
2011-05-10,-0.0827,3153.2200
2011-05-11,-0.1214,3145.0800
2011-05-12,-0.3111,3101.6000
2011-05-13,-0.0856,3128.0900
2011-05-16,-0.0669,3100.4600
2011-05-17,0.1046,3116.0300
2011-05-18,0.3739,3139.3800
2011-05-19,0.1127,3120.6400
2011-05-20,-0.0226,3121.6000
2011-05-23,-0.7287,3022.9800
2011-05-24,-0.7276,3026.2200
2011-05-25,-0.7002,2990.3400
2011-05-26,-0.5285,2978.3800
2011-05-27,-0.4121,2963.3100
2011-05-30,-0.2253,2954.5100
2011-05-31,-0.1080,3001.5600
2011-06-01,0.0308,3004.1700
2011-06-02,-0.2246,2955.7100
2011-06-03,-0.1339,2986.3500
2011-06-07,-0.0757,3004.2600
2011-06-08,0.0184,3008.6500
2011-06-09,-0.2190,2951.8900
2011-06-10,-0.2025,2961.9300
2011-06-13,-0.1072,2950.3500
2011-06-14,-0.0076,2993.5600
2011-06-15,-0.2088,2963.1200
2011-06-16,-0.5041,2917.5800
2011-06-17,-0.6100,2892.1600
2011-06-20,-0.5967,2874.9000
2011-06-21,-0.0764,2909.0700
2011-06-22,0.1251,2908.5800
2011-06-23,0.4586,2957.6300
2011-06-24,0.6675,3027.4700
2011-06-27,0.6130,3036.4900
2011-06-28,0.4764,3041.7300
2011-06-29,0.1382,3000.1700
2011-06-30,0.4981,3044.0900
2011-07-01,0.5083,3049.7500
2011-07-04,0.6343,3121.9800
2011-07-05,0.2424,3122.5000
2011-07-06,0.0709,3113.7100
2011-07-07,-0.1262,3101.6800
2011-07-08,-0.4426,3109.1800
2011-07-11,-0.3085,3113.2100
2011-07-12,-0.3291,3056.9100
2011-07-13,-0.0512,3106.2500
2011-07-14,0.0914,3115.7500
2011-07-15,0.1302,3128.8900
2011-07-18,0.0646,3122.6000
2011-07-19,-0.4376,3095.1200
2011-07-20,-0.6227,3091.5700
2011-07-21,-0.7277,3059.1400
2011-07-22,-0.6731,3067.9900
2011-07-25,-0.6630,2968.2900
2011-07-26,-0.6901,2977.7700
2011-07-27,-0.4484,3000.0500
2011-07-28,-0.5993,2981.0000
2011-07-29,-0.6454,2972.0800
2011-08-01,-0.5718,2977.7200
2011-08-02,-0.5791,2956.3800
2011-08-03,-0.5780,2954.8700
2011-08-04,-0.4221,2960.3100
2011-08-05,-0.6538,2897.4200
2011-08-08,-0.6431,2793.9000
2011-08-09,-0.4789,2798.1900
2011-08-10,-0.2957,2824.1200
2011-08-11,0.3261,2866.9200
2011-08-12,0.3769,2875.3600
2011-08-15,0.5436,2917.8800
2011-08-16,0.2601,2897.5800
2011-08-17,0.1288,2886.0100
2011-08-18,-0.3391,2834.2500
2011-08-19,-0.4957,2807.6600
2011-08-22,-0.4534,2777.7900
2011-08-23,0.0542,2821.0000
2011-08-24,0.0481,2810.0200
2011-08-25,0.5045,2903.8400
2011-08-26,0.2946,2901.2200
2011-08-29,-0.2245,2852.8100
2011-08-30,-0.4979,2841.7400
2011-08-31,-0.5699,2846.7800
2011-09-01,-0.6260,2834.5300
2011-09-02,-0.5230,2803.8500
2011-09-05,-0.5385,2743.8200
2011-09-06,-0.4793,2723.3000
2011-09-07,-0.0865,2779.0900
2011-09-08,-0.1941,2756.1000
2011-09-09,0.0248,2751.0900
2011-09-13,-0.3373,2720.2800
2011-09-14,-0.3047,2733.1100
2011-09-15,-0.2520,2729.0500
2011-09-16,-0.1849,2733.9900
2011-09-19,-0.2139,2679.2700
2011-09-20,-0.3504,2689.8400
2011-09-21,0.1871,2771.0100
2011-09-22,-0.2733,2685.6900
2011-09-23,-0.5544,2669.4800
2011-09-26,-0.8145,2610.9200
2011-09-27,-0.6654,2637.8800
2011-09-28,-0.7788,2610.5900
2011-09-29,-0.7114,2588.1900
2011-09-30,-0.5441,2581.3500
2011-10-10,-0.4209,2557.0800
2011-10-11,-0.1754,2551.9900
2011-10-12,0.4919,2644.7600
2011-10-13,0.4964,2662.6000
2011-10-14,0.1071,2653.7800
2011-10-17,0.2005,2666.9500
2011-10-18,-0.4055,2592.2100
2011-10-19,-0.5320,2583.0800
2011-10-20,-0.3569,2520.5300
2011-10-21,-0.3102,2507.8800
2011-10-24,0.0671,2576.6700
2011-10-25,0.4223,2625.4300
2011-10-26,0.6883,2651.6500
2011-10-27,0.4556,2657.4800
2011-10-28,0.7580,2709.0200
2011-10-31,0.6442,2695.3100
2011-11-01,0.6421,2697.5300
2011-11-02,0.5602,2742.3900
2011-11-03,0.4683,2744.3000
2011-11-04,0.1214,2763.7500
2011-11-07,-0.4774,2736.2500
2011-11-08,-0.6156,2727.7100
2011-11-09,-0.5067,2751.6500
2011-11-10,-0.4005,2699.5900
2011-11-11,-0.4932,2695.0000
2011-11-14,-0.2205,2750.2000
2011-11-15,-0.1763,2744.6800
2011-11-16,-0.6513,2670.1200
2011-11-17,-0.7976,2662.0200
2011-11-18,-0.7043,2606.5000
2011-11-21,-0.8093,2609.6900
2011-11-22,-0.7527,2609.4800
2011-11-23,-0.7754,2584.0100
2011-11-24,-0.5158,2588.9200
2011-11-25,-0.5973,2569.9700
2011-11-28,-0.3805,2573.3200
2011-11-29,-0.1216,2608.5700
2011-11-30,-0.5353,2521.5200
2011-12-01,-0.1909,2583.6100
2011-12-02,-0.4450,2557.3100
2011-12-05,-0.4289,2521.3900
2011-12-06,-0.6059,2516.3400
2011-12-07,-0.4853,2528.2300
2011-12-08,-0.4410,2525.0000
2011-12-09,-0.5032,2503.4600
2011-12-12,-0.5129,2477.6900
2011-12-13,-0.6759,2421.9300
2011-12-14,-0.6250,2397.4800
2011-12-15,-0.5997,2340.7900
2011-12-16,-0.4971,2390.1300
2011-12-19,-0.3506,2384.4100
2011-12-20,-0.4375,2377.0700
2011-12-21,-0.4193,2339.1100
2011-12-22,-0.5152,2341.3300
2011-12-23,-0.3589,2359.1600
2011-12-26,-0.5390,2335.7000
2011-12-27,-0.3097,2305.0300
2011-12-28,-0.3522,2307.9300
2011-12-29,-0.1738,2311.3600
2011-12-30,-0.0550,2345.7400
2012-01-04,-0.1251,2298.7500
2012-01-05,-0.1737,2276.3900
2012-01-06,0.1004,2290.6000
2012-01-09,0.6243,2368.5700
2012-01-10,0.7161,2447.3500
2012-01-11,0.5290,2435.6100
2012-01-12,0.3130,2435.2200
2012-01-13,0.3125,2394.3300
2012-01-16,-0.1694,2345.6500
2012-01-17,0.6599,2460.6000
2012-01-18,0.5977,2422.1900
2012-01-19,0.5951,2468.3500
2012-01-20,0.5935,2504.0900
2012-01-30,0.0452,2460.7200
2012-01-31,-0.0044,2464.2600
2012-02-01,-0.0653,2428.9900
2012-02-02,0.1981,2486.2400
2012-02-03,0.4984,2506.0900
2012-02-06,0.3193,2504.3200
2012-02-07,0.1415,2457.9500
2012-02-08,0.7081,2528.2400
2012-02-09,0.6814,2529.2300
2012-02-10,0.7333,2533.6200
2012-02-13,0.4625,2531.9800
2012-02-14,0.1424,2522.1100
2012-02-15,0.5698,2549.6100
2012-02-16,0.2587,2536.0700
2012-02-17,0.0084,2537.0900
2012-02-20,0.2452,2540.7100
2012-02-21,0.4453,2562.4500
2012-02-22,0.8014,2597.4800
2012-02-23,0.7466,2606.2600
2012-02-24,0.7131,2648.0200
2012-02-27,0.5777,2656.5700
2012-02-28,0.3076,2662.4600
2012-02-29,-0.0379,2634.1400
2012-03-01,-0.3116,2633.3400
2012-03-02,0.0931,2679.9300
2012-03-05,0.1549,2662.7000
2012-03-06,-0.3230,2621.0500
2012-03-07,-0.3700,2603.0000
2012-03-08,-0.2239,2635.7900
2012-03-09,0.0923,2664.3000
2012-03-12,0.2294,2654.4000
2012-03-13,0.1486,2681.0700
2012-03-14,-0.2031,2605.1100
2012-03-15,-0.3970,2585.5500
2012-03-16,-0.1378,2623.5200
2012-03-19,-0.0789,2630.0100
2012-03-20,-0.4790,2584.4500
2012-03-21,-0.4666,2587.7900
2012-03-22,-0.5099,2583.7500
2012-03-23,-0.7213,2552.9400
2012-03-26,-0.6417,2555.4400
2012-03-27,-0.6206,2547.1400
2012-03-28,-0.6698,2474.9000
2012-03-29,-0.4808,2443.1200
2012-03-30,-0.3246,2454.9000
2012-04-05,0.2881,2512.8300
2012-04-06,0.5272,2519.8300
2012-04-09,0.2242,2495.1500
2012-04-10,0.4117,2519.7900
2012-04-11,0.3804,2520.0400
2012-04-12,0.4914,2570.4400
2012-04-13,0.4969,2580.4500
2012-04-16,0.3453,2574.0400
2012-04-17,0.1995,2541.8800
2012-04-18,0.5929,2599.9100
2012-04-19,0.5266,2596.0600
2012-04-20,0.6061,2626.8400
